f,g,key norm,h,k1 (non-ternary),k1-norm,k2 (ternary),k2-norm,beta1,beta2,guessed I,guessed v(lagrange),guessed v(monomial),total time (seconds),
"0, 0, 1, 1, -1, 0, 1, 1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, -1, 0, 0, 0, 1, -1, 0, 1, 0, 1, 0, 1, 0, 0, 0, -1, 0, -1, 0, 1, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 1, 0, 0, 0, -1, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1, 0, 0, 0, 0, 0, -1, 1, 1, -1, -1, 0, 0, 0, 0, -1, 0, 1, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 1, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 1, -1, 0, 0, 0, 0, 0, 0, 1, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0","0, -1, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, -1, 1, 0, 0, -1, -1, 0, 1, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, 0, 1, -1, 0, -1, 0, 0, 0, 0, -1, 1, -1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 1, 0, 0, 1, -1, 0, 0, 1, 0, -1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, -1, -1, 0, 1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, -1, 1, 1, 0, 0, 0, 0, 0, -1, 0, 1, 0, 0, 1, 0, 0, 0, 0",10.6301458127347,"10, 71, 5, 19, 84, 28, 15, 49, 9, 83, 77, 5, 69, 82, 42, 81, 78, 22, 107, 94, 25, 17, 94, 89, 82, 107, 56, 55, 84, 6, 27, 34, 65, 58, 44, 54, 40, 110, 92, 24, 46, 1, 44, 47, 99, 51, 103, 86, 29, 106, 44, 41, 102, 62, 66, 69, 48, 16, 27, 8, 87, 100, 3, 29, 46, 112, 16, 53, 76, 22, 23, 95, 12, 57, 30, 37, 31, 25, 45, 100, 39, 54, 82, 96, 5, 91, 37, 86, 106, 32, 51, 84, 59, 13, 39, 99, 81, 71, 36, 29, 91, 93, 19, 17, 51, 52, 91, 106, 54, 28, 98, 11, 101, 94, 50, 86, 25, 91, 8, 33, 66, 108, 106, 28, 3, 47, 96, 86, 108, 78, 46, 96, 29, 109, 36, 93, 6, 82, 105, 80, 8, 73, 84, 34, 88, 24, 81, 72, 6, 111, 37, 63, 58, 9, 74, 59, 75, 39, 48, 57, 18, 79, 109, 37, 106, 110, 42, 23, 6, 23, 7, 109, 41, 88, 94, 29, 74, 30, 74, 37, 40, 20, 18, 32, 72, 80, 87, 25, 6, 66, 66, 35, 88, 79, 52, 45","0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 1, 0, -1, 0, -2, 1, 1, -1, 0, 0, -1, 1, 1, 1, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, -1, -2, 0, 1, 0, -2, 1, -2, -2, 0, 0, 0, 0, 1, 0, 0, -2, 1, -1, 0, -1, 0, -2, -1, 1, 3, 2, 0, 1, -1, 1, 1, 0, 0, -1, -1, 0, 0, 0, 0, -2, 2, -1, -2, 2, 2, -1, 0, 0, 1, 2, 0, -1, 2, 0, -1, -1, 0, 1, -1, -2, 1, -1, 1, 0, -2, 0, 0, 1, 2, 0, -2, 2, 0, -1, 2, -1, 1, 0, 1, 3, 1, -1, -1, -1, 1, -1, 0, -2, -1, 1, -1, 0, 0, -1, -1, 1, 1, 2, -2, 0, 0, 0, 0, 1, -1, 0, -1, 1, 0, -1, -1, -1, 0, 0, 2, 0, 1, -2, 0, 0, 2, 0, -1, 0, 1, -1, -2, 1, -1, -1, -1, -1, -1, -1, 1, 0, 0, 1, -1, 1, 0, 0, 1, -1, 1, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 1, 0, -1, 0, -2, 1, 1, -1, 0, 0, -1, 1, 1, 1, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, -1, -2, 0, 1, 0, -2, 1, -2, -2, 0, 0, 0, 0, 1, 0, 0, -2, 1, -1, 0, -1, 0, -2, -1, 1, 3, 2, 0, 1, -1, 1, 1, 0, 0, -1, -1, 0, 0, 0, 0, -2, 2, -1, -2, 2, 2, -1, 0, 0, 1, 2, 0, -1, 2, 0, -1, -1, 0, 1, -1, -2, 1, -1, 1, 0, -2, 0, 0, 1, 2, 0, -2, 2, 0, -1, 2, -1, 1, 0, 1, 3, 1, -1, -1, -1, 1, -1, 0, -2, -1, 1, -1, 0, 0, -1, -1, 1, 1, 2, -2, 0, 0, 0, 0, 1, -1, 0, -1, 1, 0, -1, -1, -1, 0, 0, 2, 0, 1, -2, 0, 0, 2, 0, -1, 0, 1, -1, -2, 1, -1, -1, -1, -1, -1, -1, 1, 0, 0, 1, -1, 1, 0, 0, 1, -1, 1, 1, 0, 0, 2, 0, 0, 0, 1",21.3541565040626,"-1, 0, 0, -1, 0, 1, -1, 0, 0, 0, 0, 0, 0, 1, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 1, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 1, -1, -1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 1, 0, 0, 0, -1, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, -1, 0, -1, 0, 1, 0, 0, 0, -1, 0, 0, 0, -1, 1, 1, 0, 0, 0, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 1, 0, 0, 0, -1, 1, 0, 0, 0, -1, -1, 1, 0, -1, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 1, -1, 0, 0, 0, 0, 0, 0, 1, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 1, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 1, -1, -1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 1, 0, 0, 0, -1, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, -1, 0, -1, 0, 1, 0, 0, 0, -1, 0, 0, 0, -1, 1, 1, 0, 0, 0, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 1, 0, 0, 0, -1, 1, 0, 0, 0, -1, -1, 1, 0, -1, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0",10.6770782520313,52,52,"{0, 44}","100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0","84, 75, 44, 0, 87, 10, 21, 10, 21, 84, 75, 44, 0, 87, 0, 87, 10, 21, 84, 75, 44, 75, 44, 0, 87, 10, 21, 84, 21, 84, 75, 44, 0, 87, 10, 87, 10, 21, 84, 75, 44, 0, 44, 0, 87, 10, 21, 84, 75, 37, 29, 14, 0, 2, 34, 94, 34, 94, 37, 29, 14, 0, 2, 0, 2, 34, 94, 37, 29, 14, 29, 14, 0, 2, 34, 94, 37, 94, 37, 29, 14, 0, 2, 34, 2, 34, 94, 37, 29, 14, 0, 14, 0, 2, 34, 94, 37, 29, 29, 38, 69, 0, 26, 103, 92, 103, 92, 29, 38, 69, 0, 26, 0, 26, 103, 92, 29, 38, 69, 38, 69, 0, 26, 103, 92, 29, 92, 29, 38, 69, 0, 26, 103, 26, 103, 92, 29, 38, 69, 0, 69, 0, 26, 103, 92, 29, 38, 38, 42, 106, 0, 112, 96, 66, 96, 66, 38, 42, 106, 0, 112, 0, 112, 96, 66, 38, 42, 106, 42, 106, 0, 112, 96, 66, 38, 66, 38, 42, 106, 0, 112, 96, 112, 96, 66, 38, 42, 106, 0, 106, 0, 112, 96, 66, 38, 42",43706.0800580978,1821331.98117
"0, -1, 0, 0, -1, 1, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 1, 0, -1, 1, 0, 0, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1, 0, 0, 1, 0, 1, 0, 1, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, -1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 1, -1, 1, 0, 0, 0, 1, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, -1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 1, 0, 0, -1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, -1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 1, -1, -1, 0, 0, 0","0, -1, 0, 1, 1, 0, 1, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 0, -1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, -1, 0, 0, 0, 0, -1, 1, 1, 0, 1, -1, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, 1, -1, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 1, 0, 0, 1, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, -1, -1, 0, 0, 0, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 1, 1, 0, -1, -1, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",10.6301458127347,"54, 82, 108, 69, 59, 73, 8, 109, 15, 62, 64, 112, 100, 87, 3, 12, 54, 78, 97, 48, 54, 111, 71, 29, 15, 37, 112, 73, 96, 46, 103, 77, 98, 28, 80, 88, 97, 66, 66, 58, 96, 107, 55, 46, 70, 14, 61, 46, 69, 29, 86, 55, 84, 66, 11, 89, 75, 25, 24, 13, 87, 6, 4, 16, 90, 107, 64, 63, 24, 57, 58, 19, 46, 40, 61, 30, 31, 92, 73, 112, 98, 40, 51, 21, 51, 79, 64, 27, 109, 35, 86, 55, 96, 73, 17, 74, 80, 34, 44, 77, 80, 12, 69, 37, 66, 10, 95, 58, 13, 52, 27, 56, 13, 39, 88, 60, 72, 107, 33, 40, 103, 5, 46, 107, 41, 103, 22, 52, 64, 58, 89, 112, 45, 110, 111, 112, 3, 34, 22, 33, 81, 11, 75, 63, 48, 8, 94, 28, 14, 80, 47, 16, 3, 26, 16, 96, 79, 17, 88, 92, 56, 9, 92, 15, 71, 39, 97, 56, 52, 16, 7, 4, 70, 99, 1, 7, 83, 87, 5, 88, 41, 103, 101, 48, 1, 1, 43, 107, 14, 28, 88, 49, 35, 89, 3, 19","0, 3, 0, -1, -1, 0, 0, -1, 0, -2, 1, -1, 1, 0, 0, 1, 0, 0, -1, 1, 0, 0, 1, 1, 0, -1, 0, 0, -1, 2, 0, 1, 1, 0, 0, -1, -1, 0, 1, -1, -1, 0, 0, 2, -1, -2, 2, 0, -2, 0, 1, 0, -1, -1, 0, 0, -1, 0, 0, -1, 1, -1, -2, 0, 1, 0, 0, 1, -1, 0, 2, -1, 1, 2, -1, 0, 0, -1, -2, 2, 1, 1, 0, 0, -1, 1, 0, -1, 1, 1, 0, 0, 0, 3, 0, 0, -2, -2, 1, -2, 1, -1, -2, 1, 0, 1, 0, -2, -2, 1, -1, 1, 0, 0, 2, 1, 0, 1, 1, -1, 1, 0, 0, 3, 2, -1, 1, -2, 0, 1, 0, -2, 0, -1, -1, 1, -1, 1, -1, -1, 0, 0, 0, 1, 0, 1, 0, -1, 0, -1, 1, 0, -1, 0, 1, 0, -2, 2, -1, -1, 1, 0, 0, 0, 1, 0, -1, 1, 1, -1, 0, 0, -1, 2, 1, -1, -2, 0, -1, 2, 2, 0, -1, -1, 1, -1, 1, 1, -1, 0, 0, 0, 1, 0, -1, 0, 0, 3, 0, -1, -1, 0, 0, -1, 0, -2, 1, -1, 1, 0, 0, 1, 0, 0, -1, 1, 0, 0, 1, 1, 0, -1, 0, 0, -1, 2, 0, 1, 1, 0, 0, -1, -1, 0, 1, -1, -1, 0, 0, 2, -1, -2, 2, 0, -2, 0, 1, 0, -1, -1, 0, 0, -1, 0, 0, -1, 1, -1, -2, 0, 1, 0, 0, 1, -1, 0, 2, -1, 1, 2, -1, 0, 0, -1, -2, 2, 1, 1, 0, 0, -1, 1, 0, -1, 1, 1, 0, 0, 0, 3, 0, 0, -2, -2, 1, -2, 1, -1, -2, 1, 0, 1, 0, -2, -2, 1, -1, 1, 0, 0, 2, 1, 0, 1, 1, -1, 1, 0, 0, 3, 2, -1, 1, -2, 0, 1, 0, -2, 0, -1, -1, 1, -1, 1, -1, -1, 0, 0, 0, 1, 0, 1, 0, -1, 0, -1, 1, 0, -1, 0, 1, 0, -2, 2, -1, -1, 1, 0, 0, 0, 1, 0, -1, 1, 1, -1, 0, 0, -1, 2, 1, -1, -2, 0, -1, 2, 2, 0, -1, -1, 1, -1, 1, 1, -1, 0, 0, 0, 1, 0, -1, 0",21.3541565040626,"0, 1, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, -1, 1, 1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, -1, 0, 1, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, -1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 1, 0, -1, 0, -1, 0, 0, -1, 0, 0, 0, 0, -1, -1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 1, 0, -1, 0, 0, 0, 1, 0, -1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, -1, 0, 0, 1, 0, 0, -1, 0, 0, -1, 1, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 1, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, -1, 1, 1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, -1, 0, 1, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, -1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 1, 0, -1, 0, -1, 0, 0, -1, 0, 0, 0, 0, -1, -1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 1, 0, -1, 0, 0, 0, 1, 0, -1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, -1, 0, 0, 1, 0, 0, -1, 0, 0, -1, 1, 0, 0, 0, 0, -1, 1, 0, 0, 0",10.6770782520313,51,53,"{0, 15}","99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","33, 81, 60, 48, 25, 28, 62, 25, 28, 62, 33, 81, 60, 48, 81, 60, 48, 25, 28, 62, 33, 28, 62, 33, 81, 60, 48, 25, 60, 48, 25, 28, 62, 33, 81, 62, 33, 81, 60, 48, 25, 28, 48, 25, 28, 62, 33, 81, 60, 5, 2, 81, 110, 62, 83, 95, 62, 83, 95, 5, 2, 81, 110, 2, 81, 110, 62, 83, 95, 5, 83, 95, 5, 2, 81, 110, 62, 81, 110, 62, 83, 95, 5, 2, 95, 5, 2, 81, 110, 62, 83, 110, 62, 83, 95, 5, 2, 81, 67, 72, 91, 5, 85, 50, 30, 85, 50, 30, 67, 72, 91, 5, 72, 91, 5, 85, 50, 30, 67, 50, 30, 67, 72, 91, 5, 85, 91, 5, 85, 50, 30, 67, 72, 30, 67, 72, 91, 5, 85, 50, 5, 85, 50, 30, 67, 72, 91, 22, 54, 40, 32, 92, 94, 79, 92, 94, 79, 22, 54, 40, 32, 54, 40, 32, 92, 94, 79, 22, 94, 79, 22, 54, 40, 32, 92, 40, 32, 92, 94, 79, 22, 54, 79, 22, 54, 40, 32, 92, 94, 32, 92, 94, 79, 22, 54, 40",51096.5089941025,647584.704416
