h,c,original: m,original: r,retrieved: m,retrieved: r,beta,total time (seconds)
"25, 16, 38, 64, 32, 48, 35, 40, 35, 0, 64, 68, 63, 21, 60, 37, 42, 60, 40, 42, 44, 43, 60, 44, 20, 5, 48, 39, 67, 1, 45, 70, 9, 8, 66, 39, 38, 32, 6, 15, 39, 34, 12, 49, 50, 2, 33, 65, 17, 33, 60, 54, 19, 21, 12, 31, 61, 17, 1, 10, 44, 47, 8, 31, 63, 57, 45, 6, 32, 14, 52, 6, 51, 2, 17, 26, 33, 68, 26, 35, 58, 5, 10, 45, 41, 43, 26, 26, 7, 27, 22, 32, 46, 50, 62, 42, 41, 45, 20, 60","27, 38, 58, 65, 48, 22, 29, 4, 10, 20, 14, 21, 43, 67, 21, 60, 65, 22, 59, 59, 58, 48, 7, 31, 27, 7, 9, 53, 26, 1, 38, 18, 61, 4, 19, 13, 68, 32, 26, 61, 44, 49, 61, 49, 56, 19, 36, 9, 11, 11, 3, 58, 14, 35, 31, 37, 1, 64, 66, 48, 41, 16, 34, 42, 67, 31, 34, 25, 59, 24, 66, 10, 59, 32, 26, 52, 13, 8, 38, 28, 47, 34, 36, 3, 7, 41, 5, 1, 8, 21, 9, 66, 69, 16, 59, 17, 5, 64, 37, 26","1, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, -1, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 1, -1, 1, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 1, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1","0, 1, 0, -1, 0, 0, 1, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, -1, -1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, -1, 0, -1, 1, 0, 0, 0, 0, 0, 1, 1, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0","1, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, -1, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 1, -1, 1, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 1, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1","0, 1, 0, -1, 0, 0, 1, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 1, 1, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, -1, 0, 1, -1, 0, 0, 0, 0, 0, -1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0",7,11.083392143249512
"58, 62, 12, 59, 4, 21, 48, 47, 68, 9, 22, 51, 30, 27, 60, 45, 35, 31, 9, 58, 17, 57, 10, 13, 7, 66, 65, 27, 25, 40, 28, 25, 2, 12, 49, 2, 62, 23, 25, 67, 1, 35, 0, 49, 55, 3, 10, 9, 3, 2, 70, 19, 24, 30, 9, 60, 17, 17, 14, 25, 31, 52, 8, 40, 19, 16, 65, 35, 56, 28, 44, 19, 54, 15, 44, 32, 35, 56, 69, 1, 24, 26, 25, 5, 19, 69, 54, 68, 8, 68, 29, 33, 10, 10, 47, 36, 51, 13, 48, 57","44, 2, 22, 31, 65, 56, 49, 62, 35, 58, 2, 70, 53, 44, 24, 67, 57, 68, 26, 7, 59, 26, 37, 23, 7, 52, 29, 58, 70, 5, 69, 13, 60, 40, 48, 70, 27, 39, 2, 33, 4, 32, 70, 31, 48, 31, 35, 37, 29, 62, 64, 23, 68, 26, 8, 58, 13, 12, 17, 12, 69, 15, 40, 41, 49, 4, 27, 14, 48, 4, 2, 39, 57, 8, 63, 29, 35, 66, 37, 40, 17, 9, 44, 63, 65, 46, 64, 25, 39, 15, 35, 27, 26, 1, 13, 17, 38, 33, 65, 3","-1, 0, 0, 1, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0, 0, -1, 0, 0, 0, 0, 1, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0, 0","0, 0, 0, 0, 1, 0, 1, 1, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0","-1, 0, 0, 1, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0, 0, -1, 0, 0, 0, 0, 1, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0, 0","0, 0, 0, 0, 1, 0, 1, 1, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0, -1, 0, -1, 0, 1, 0, 0, 0, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, -1, 0, 0",7,11.248974323272705
"1, 27, 64, 33, 57, 23, 9, 22, 53, 4, 47, 26, 40, 11, 5, 28, 37, 38, 55, 22, 5, 15, 37, 48, 45, 20, 32, 40, 62, 52, 50, 37, 66, 51, 41, 45, 66, 60, 8, 28, 10, 18, 69, 65, 61, 64, 32, 52, 55, 16, 15, 2, 25, 56, 64, 10, 4, 43, 62, 63, 51, 30, 7, 11, 50, 20, 1, 64, 62, 33, 18, 34, 60, 46, 11, 21, 41, 58, 56, 46, 8, 61, 55, 10, 43, 54, 19, 1, 1, 51, 2, 54, 61, 3, 66, 57, 20, 26, 26, 69","4, 54, 45, 55, 6, 41, 56, 36, 69, 33, 16, 56, 50, 48, 15, 40, 54, 55, 17, 16, 49, 44, 69, 8, 58, 43, 61, 54, 24, 5, 52, 45, 52, 49, 68, 57, 22, 62, 62, 16, 1, 17, 39, 13, 32, 44, 59, 0, 61, 56, 18, 8, 67, 33, 33, 31, 51, 0, 51, 40, 64, 49, 62, 32, 31, 63, 20, 31, 16, 33, 37, 1, 67, 17, 68, 65, 56, 65, 18, 64, 27, 70, 13, 60, 54, 46, 21, 17, 30, 68, 61, 26, 62, 62, 40, 21, 40, 39, 6, 34","0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, -1, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, -1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, -1, 0, -1, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0","0, 0, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, -1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 1, 1, 0, 0, -1, 0, 1, 0, 0, 0, 0, -1, 0, 0, 1, 1, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0","0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, -1, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, -1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, -1, 0, -1, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0","0, 0, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, -1, 0, -1, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 1, 1, 0, 0, -1, 0, 1, 0, 0, 0, 0, 1, 0, 0, -1, -1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0",11,19.806432723999023
"57, 3, 57, 4, 58, 61, 17, 39, 57, 62, 43, 38, 15, 44, 13, 64, 32, 25, 18, 37, 65, 45, 27, 5, 49, 18, 23, 4, 45, 31, 36, 40, 38, 48, 64, 2, 58, 51, 42, 60, 26, 33, 10, 3, 43, 10, 63, 25, 6, 13, 53, 23, 45, 56, 42, 28, 43, 58, 42, 58, 29, 59, 63, 42, 56, 67, 30, 62, 5, 13, 40, 9, 27, 49, 0, 5, 1, 41, 60, 24, 50, 45, 66, 35, 62, 37, 61, 45, 3, 70, 50, 36, 46, 59, 60, 6, 23, 30, 61, 29","24, 24, 13, 69, 39, 58, 65, 43, 20, 55, 64, 32, 13, 52, 44, 56, 54, 69, 49, 64, 22, 42, 8, 32, 54, 51, 70, 67, 68, 26, 35, 50, 44, 13, 16, 14, 30, 10, 8, 65, 3, 32, 17, 39, 59, 63, 50, 17, 43, 33, 24, 50, 5, 17, 27, 25, 17, 6, 22, 32, 48, 70, 67, 25, 24, 0, 57, 27, 15, 48, 32, 65, 10, 28, 40, 58, 14, 18, 65, 7, 54, 43, 36, 51, 18, 13, 35, 70, 25, 70, 0, 70, 47, 57, 20, 20, 68, 30, 27, 7","0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 1, 1, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1, 0, -1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, -1, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, -1, 0, 0, 0, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0","0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, -1, -1, 0, 0, 0, -1, 0, -1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 1, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0, 0","0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 1, 1, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1, 0, -1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, -1, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, -1, 0, 0, 0, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0","0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, -1, -1, 0, 0, 0, 1, 0, 1, -1, -1, 0, 0, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 1, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0",7,14.817749500274658
"0, 38, 47, 67, 25, 36, 61, 67, 36, 28, 68, 20, 61, 51, 11, 31, 24, 39, 35, 59, 50, 19, 44, 35, 67, 42, 64, 58, 8, 35, 48, 68, 58, 70, 15, 25, 50, 27, 3, 24, 6, 16, 14, 20, 17, 58, 13, 23, 32, 23, 5, 20, 67, 2, 49, 27, 11, 45, 44, 36, 42, 57, 10, 68, 13, 1, 62, 15, 41, 53, 21, 3, 20, 38, 52, 10, 12, 24, 6, 29, 43, 55, 44, 29, 60, 19, 3, 39, 57, 54, 50, 5, 61, 41, 57, 4, 9, 13, 55, 33","62, 42, 42, 3, 24, 16, 41, 48, 1, 65, 23, 44, 22, 46, 69, 61, 49, 26, 41, 36, 60, 37, 18, 19, 28, 19, 36, 32, 38, 22, 39, 27, 47, 70, 2, 26, 53, 39, 36, 39, 45, 49, 69, 24, 58, 31, 12, 28, 18, 64, 22, 26, 29, 56, 15, 38, 14, 26, 30, 53, 67, 28, 29, 21, 48, 49, 69, 22, 62, 20, 30, 26, 41, 67, 35, 36, 14, 60, 20, 7, 54, 4, 61, 14, 54, 28, 61, 62, 14, 46, 12, 67, 7, 5, 23, 55, 10, 47, 52, 39","0, 0, 0, 1, 0, 0, 0, -1, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1, 0, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1, 1, -1, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0","-1, 0, 0, 1, -1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 1, 0, 1, -1, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 1","0, 0, 0, 1, 0, 0, 0, -1, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1, 0, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1, 1, -1, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0","-1, 0, 0, 1, -1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, -1, 1, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, -1",5,10.818805456161499
"8, 0, 5, 59, 10, 9, 35, 70, 20, 33, 46, 37, 52, 57, 6, 65, 36, 53, 67, 29, 2, 68, 54, 6, 9, 43, 45, 38, 54, 66, 33, 53, 6, 12, 55, 37, 69, 23, 37, 53, 39, 66, 21, 49, 63, 36, 12, 70, 29, 39, 48, 52, 33, 67, 16, 18, 55, 19, 17, 24, 60, 33, 43, 22, 39, 1, 29, 50, 21, 15, 41, 27, 36, 3, 16, 64, 46, 8, 10, 1, 54, 44, 44, 38, 25, 17, 36, 44, 9, 7, 26, 31, 70, 59, 68, 33, 22, 28, 24, 38","19, 25, 26, 56, 18, 25, 64, 11, 50, 11, 2, 12, 62, 23, 1, 37, 46, 19, 24, 56, 61, 3, 51, 30, 49, 21, 19, 31, 27, 47, 45, 24, 57, 51, 29, 37, 7, 21, 29, 61, 43, 34, 3, 36, 34, 51, 16, 24, 7, 27, 59, 23, 34, 59, 51, 40, 59, 53, 52, 17, 70, 52, 38, 55, 20, 69, 23, 48, 12, 49, 37, 39, 23, 4, 8, 37, 29, 15, 46, 3, 47, 58, 37, 27, 14, 64, 60, 29, 47, 33, 20, 7, 8, 31, 49, 40, 0, 9, 55, 16","0, 0, -1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, -1, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 1, -1","0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0, 1, 0, 1, -1, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 0, 1, 0, 0, 0, 1, -1, 0, 1, 0, 0, 0, -1, 0, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, -1, 0","0, 0, -1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, -1, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 1, -1","0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0, 1, 0, 1, -1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 1, 0, -1, 0, 0, 0, 1, -1, 0, 1, 0, 0, 0, -1, 0, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 1, 0",9,22.2590594291687
"16, 58, 14, 46, 40, 9, 45, 12, 43, 36, 53, 21, 13, 6, 1, 6, 5, 40, 27, 14, 6, 43, 22, 40, 33, 4, 13, 11, 55, 33, 62, 59, 65, 67, 14, 44, 44, 7, 49, 42, 50, 69, 27, 2, 0, 66, 40, 21, 48, 45, 59, 49, 42, 24, 48, 47, 56, 44, 2, 6, 9, 40, 2, 62, 61, 9, 43, 45, 11, 39, 12, 66, 52, 17, 3, 44, 55, 26, 42, 50, 37, 51, 2, 13, 52, 26, 0, 36, 62, 51, 40, 23, 54, 4, 57, 55, 5, 15, 33, 26","39, 1, 42, 61, 66, 55, 33, 43, 15, 23, 25, 59, 30, 49, 11, 26, 22, 36, 23, 46, 12, 43, 13, 15, 64, 68, 40, 24, 61, 31, 24, 61, 7, 12, 41, 50, 17, 32, 28, 18, 67, 69, 3, 43, 64, 19, 32, 69, 40, 3, 28, 36, 33, 16, 3, 68, 38, 12, 12, 48, 33, 66, 69, 43, 68, 2, 33, 27, 45, 46, 40, 39, 35, 26, 57, 18, 51, 16, 62, 48, 57, 52, 26, 21, 40, 67, 26, 62, 14, 62, 42, 36, 9, 6, 12, 25, 53, 8, 53, 57","1, 0, 0, 0, -1, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, -1, 0, 0, 0, -1, 0, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, 1, 0, 0, 1, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 1","0, 0, 0, 0, 0, 0, 0, -1, 1, -1, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0, 1, 0, -1, 0, 0, 0, 0, 1, 0, 1, -1, 0, 0, -1, 0, 1, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, -1, 0, 0, 0, 0, -1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1, 0, 0, 0, -1, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, -1, 0, 0, 0, -1, 0, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, 1, 0, 0, 1, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 1","0, 0, 0, 0, 0, 0, 0, -1, 1, -1, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1, 0, 0, 0, 0, 1, 0, 0, -1, 0, 1, 0, 0, 0, 0, -1, 0, 1, -1, 0, 0, -1, 0, 1, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 1, 0, 1, 0, 0, 0, 0, 1, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",7,12.555156707763672
